cell_id,DateTime,KWH/hh (per half hour) ,site_id,region
MAC000002,"00:00:00 13,01,01", 0.219 ,A,A
MAC000002,"00:30:00 13,01,01", 0.241 ,A,A
MAC000002,"01:00:00 13,01,01", 0.191 ,A,A
MAC000002,"01:30:00 13,01,01", 0.235 ,A,A
MAC000002,"02:00:00 13,01,01", 0.182 ,A,A
MAC000002,"02:30:00 13,01,01", 0.229 ,A,A
MAC000002,"03:00:00 13,01,01", 0.194 ,A,A
MAC000002,"03:30:00 13,01,01", 0.201 ,A,A
MAC000002,"04:00:00 13,01,01", 0.122 ,A,A
MAC000002,"04:30:00 13,01,01", 0.099 ,A,A
MAC000002,"05:00:00 13,01,01", 0.123 ,A,A
MAC000002,"05:30:00 13,01,01", 0.083 ,A,A
MAC000002,"06:00:00 13,01,01", 0.13 ,A,A
MAC000002,"06:30:00 13,01,01", 0.076 ,A,A
MAC000002,"07:00:00 13,01,01", 0.126 ,A,A
MAC000002,"07:30:00 13,01,01", 0.091 ,A,A
MAC000002,"08:00:00 13,01,01", 0.11 ,A,A
MAC000002,"08:30:00 13,01,01", 0.106 ,A,A
MAC000002,"09:00:00 13,01,01", 0.094 ,A,A
MAC000002,"09:30:00 13,01,01", 0.122 ,A,A
MAC000002,"10:00:00 13,01,01", 0.076 ,A,A
MAC000002,"10:30:00 13,01,01", 0.124 ,A,A
MAC000002,"11:00:00 13,01,01", 0.122 ,A,A
MAC000002,"11:30:00 13,01,01", 0.12 ,A,A
MAC000002,"12:00:00 13,01,01", 0.794 ,A,A
MAC000002,"12:30:00 13,01,01", 0.507 ,A,A
MAC000002,"13:00:00 13,01,01", 0.177 ,A,A
MAC000002,"13:30:00 13,01,01", 0.164 ,A,A
MAC000002,"14:00:00 13,01,01", 0.308 ,A,A
MAC000002,"14:30:00 13,01,01", 0.286 ,A,A
MAC000002,"15:00:00 13,01,01", 0.137 ,A,A
MAC000002,"15:30:00 13,01,01", 0.121 ,A,A
MAC000002,"16:00:00 13,01,01", 0.127 ,A,A
MAC000002,"16:30:00 13,01,01", 0.177 ,A,A
MAC000002,"17:00:00 13,01,01", 0.327 ,A,A
MAC000002,"17:30:00 13,01,01", 0.257 ,A,A
MAC000002,"18:00:00 13,01,01", 0.285 ,A,A
MAC000002,"18:30:00 13,01,01", 0.226 ,A,A
MAC000002,"19:00:00 13,01,01", 0.258 ,A,A
MAC000002,"19:30:00 13,01,01", 0.209 ,A,A
MAC000002,"20:00:00 13,01,01", 0.886 ,A,A
MAC000002,"20:30:00 13,01,01", 0.573 ,A,A
MAC000002,"21:00:00 13,01,01", 0.25 ,A,A
MAC000002,"21:30:00 13,01,01", 0.292 ,A,A
MAC000002,"22:00:00 13,01,01", 0.231 ,A,A
MAC000002,"22:30:00 13,01,01", 0.281 ,A,A
MAC000002,"23:00:00 13,01,01", 0.253 ,A,A
MAC000002,"23:30:00 13,01,01", 0.258 ,A,A
MAC000002,"00:00:00 13,02,01", 0.253 ,A,A
MAC000002,"00:30:00 13,02,01", 0.211 ,A,A
MAC000002,"01:00:00 13,02,01", 0.347 ,A,A
MAC000002,"01:30:00 13,02,01", 0.28 ,A,A
MAC000002,"02:00:00 13,02,01", 0.261 ,A,A
MAC000002,"02:30:00 13,02,01", 0.229 ,A,A
MAC000002,"03:00:00 13,02,01", 0.258 ,A,A
MAC000002,"03:30:00 13,02,01", 0.125 ,A,A
MAC000002,"04:00:00 13,02,01", 0.116 ,A,A
MAC000002,"04:30:00 13,02,01", 0.105 ,A,A
MAC000002,"05:00:00 13,02,01", 0.102 ,A,A
MAC000002,"05:30:00 13,02,01", 0.115 ,A,A
MAC000002,"06:00:00 13,02,01", 0.086 ,A,A
MAC000002,"06:30:00 13,02,01", 0.124 ,A,A
MAC000002,"07:00:00 13,02,01", 0.073 ,A,A
MAC000002,"07:30:00 13,02,01", 0.124 ,A,A
MAC000002,"08:00:00 13,02,01", 0.078 ,A,A
MAC000002,"08:30:00 13,02,01", 0.137 ,A,A
MAC000002,"09:00:00 13,02,01", 0.237 ,A,A
MAC000002,"09:30:00 13,02,01", 0.457 ,A,A
MAC000002,"10:00:00 13,02,01", 0.341 ,A,A
MAC000002,"10:30:00 13,02,01", 0.651 ,A,A
MAC000002,"11:00:00 13,02,01", 0.497 ,A,A
MAC000002,"11:30:00 13,02,01", 0.297 ,A,A
MAC000002,"12:00:00 13,02,01", 0.219 ,A,A
MAC000002,"12:30:00 13,02,01", 0.185 ,A,A
MAC000002,"13:00:00 13,02,01", 0.223 ,A,A
MAC000002,"13:30:00 13,02,01", 0.133 ,A,A
MAC000002,"14:00:00 13,02,01", 0.111 ,A,A
MAC000002,"14:30:00 13,02,01", 0.131 ,A,A
MAC000002,"15:00:00 13,02,01", 0.223 ,A,A
MAC000002,"15:30:00 13,02,01", 0.508 ,A,A
MAC000002,"16:00:00 13,02,01", 1.0779999 ,A,A
MAC000002,"16:30:00 13,02,01", 0.419 ,A,A
MAC000002,"17:00:00 13,02,01", 0.246 ,A,A
MAC000002,"17:30:00 13,02,01", 0.418 ,A,A
MAC000002,"18:00:00 13,02,01", 0.523 ,A,A
MAC000002,"18:30:00 13,02,01", 0.219 ,A,A
MAC000002,"19:00:00 13,02,01", 0.19 ,A,A
MAC000002,"19:30:00 13,02,01", 0.215 ,A,A
MAC000002,"20:00:00 13,02,01", 0.64 ,A,A
MAC000002,"20:30:00 13,02,01", 0.588 ,A,A
MAC000002,"21:00:00 13,02,01", 0.254 ,A,A
MAC000002,"21:30:00 13,02,01", 0.236 ,A,A
MAC000002,"22:00:00 13,02,01", 0.269 ,A,A
MAC000002,"22:30:00 13,02,01", 0.268 ,A,A
MAC000002,"23:00:00 13,02,01", 0.245 ,A,A
MAC000002,"23:30:00 13,02,01", 0.255 ,A,A
MAC000002,"00:00:00 13,03,01", 0.196 ,A,A
MAC000002,"00:30:00 13,03,01", 0.239 ,A,A
MAC000002,"01:00:00 13,03,01", 0.235 ,A,A
MAC000002,"01:30:00 13,03,01", 0.195 ,A,A
MAC000002,"02:00:00 13,03,01", 0.239 ,A,A
MAC000002,"02:30:00 13,03,01", 0.201 ,A,A
MAC000002,"03:00:00 13,03,01", 0.206 ,A,A
MAC000002,"03:30:00 13,03,01", 0.133 ,A,A
MAC000002,"04:00:00 13,03,01", 0.087 ,A,A
MAC000002,"04:30:00 13,03,01", 0.127 ,A,A
MAC000002,"05:00:00 13,03,01", 0.085 ,A,A
MAC000002,"05:30:00 13,03,01", 0.115 ,A,A
MAC000002,"06:00:00 13,03,01", 0.108 ,A,A
MAC000002,"06:30:00 13,03,01", 0.092 ,A,A
MAC000002,"07:00:00 13,03,01", 0.125 ,A,A
MAC000002,"07:30:00 13,03,01", 0.075 ,A,A
MAC000002,"08:00:00 13,03,01", 0.122 ,A,A
MAC000002,"08:30:00 13,03,01", 0.099 ,A,A
MAC000002,"09:00:00 13,03,01", 0.098 ,A,A
MAC000002,"09:30:00 13,03,01", 0.12 ,A,A
MAC000002,"10:00:00 13,03,01", 0.115 ,A,A
MAC000002,"10:30:00 13,03,01", 0.426 ,A,A
MAC000002,"11:00:00 13,03,01", 0.221 ,A,A
MAC000002,"11:30:00 13,03,01", 0.126 ,A,A
MAC000002,"12:00:00 13,03,01", 0.342 ,A,A
MAC000002,"12:30:00 13,03,01", 0.139 ,A,A
MAC000002,"13:00:00 13,03,01", 0.147 ,A,A
MAC000002,"13:30:00 13,03,01", 0.2 ,A,A
MAC000002,"14:00:00 13,03,01", 0.192 ,A,A
MAC000002,"14:30:00 13,03,01", 0.159 ,A,A
MAC000002,"15:00:00 13,03,01", 0.1 ,A,A
MAC000002,"15:30:00 13,03,01", 0.137 ,A,A
MAC000002,"16:00:00 13,03,01", 0.12 ,A,A
MAC000002,"16:30:00 13,03,01", 0.191 ,A,A
MAC000002,"17:00:00 13,03,01", 0.355 ,A,A
MAC000002,"17:30:00 13,03,01", 0.379 ,A,A
MAC000002,"18:00:00 13,03,01", 0.23 ,A,A
MAC000002,"18:30:00 13,03,01", 0.261 ,A,A
MAC000002,"19:00:00 13,03,01", 0.21 ,A,A
MAC000002,"19:30:00 13,03,01", 0.243 ,A,A
MAC000002,"20:00:00 13,03,01", 0.265 ,A,A
MAC000002,"20:30:00 13,03,01", 1.098 ,A,A
MAC000002,"21:00:00 13,03,01", 0.256 ,A,A
MAC000002,"21:30:00 13,03,01", 0.218 ,A,A
MAC000002,"22:00:00 13,03,01", 0.247 ,A,A
MAC000002,"22:30:00 13,03,01", 0.276 ,A,A
MAC000002,"23:00:00 13,03,01", 0.238 ,A,A
MAC000002,"23:30:00 13,03,01", 0.286 ,A,A
MAC000002,"00:00:00 13,04,01", 0.257 ,A,A
MAC000002,"00:30:00 13,04,01", 0.263 ,A,A
MAC000002,"01:00:00 13,04,01", 0.296 ,A,A
MAC000002,"01:30:00 13,04,01", 0.284 ,A,A
MAC000002,"02:00:00 13,04,01", 0.241 ,A,A
MAC000002,"02:30:00 13,04,01", 0.246 ,A,A
MAC000002,"03:00:00 13,04,01", 0.244 ,A,A
MAC000002,"03:30:00 13,04,01", 0.254 ,A,A
MAC000002,"04:00:00 13,04,01", 0.229 ,A,A
MAC000002,"04:30:00 13,04,01", 0.271 ,A,A
MAC000002,"05:00:00 13,04,01", 0.088 ,A,A
MAC000002,"05:30:00 13,04,01", 0.134 ,A,A
MAC000002,"06:00:00 13,04,01", 0.093 ,A,A
MAC000002,"06:30:00 13,04,01", 0.112 ,A,A
MAC000002,"07:00:00 13,04,01", 0.113 ,A,A
MAC000002,"07:30:00 13,04,01", 0.091 ,A,A
MAC000002,"08:00:00 13,04,01", 0.129 ,A,A
MAC000002,"08:30:00 13,04,01", 0.072 ,A,A
MAC000002,"09:00:00 13,04,01", 0.126 ,A,A
MAC000002,"09:30:00 13,04,01", 0.094 ,A,A
MAC000002,"10:00:00 13,04,01", 0.106 ,A,A
MAC000002,"10:30:00 13,04,01", 0.153 ,A,A
MAC000002,"11:00:00 13,04,01", 0.416 ,A,A
MAC000002,"11:30:00 13,04,01", 0.144 ,A,A
MAC000002,"12:00:00 13,04,01", 0.086 ,A,A
MAC000002,"12:30:00 13,04,01", 0.125 ,A,A
MAC000002,"13:00:00 13,04,01", 0.081 ,A,A
MAC000002,"13:30:00 13,04,01", 0.125 ,A,A
MAC000002,"14:00:00 13,04,01", 0.08 ,A,A
MAC000002,"14:30:00 13,04,01", 0.118 ,A,A
MAC000002,"15:00:00 13,04,01", 0.099 ,A,A
MAC000002,"15:30:00 13,04,01", 0.098 ,A,A
MAC000002,"16:00:00 13,04,01", 0.116 ,A,A
MAC000002,"16:30:00 13,04,01", 0.088 ,A,A
MAC000002,"17:00:00 13,04,01", 0.509 ,A,A
MAC000002,"17:30:00 13,04,01", 0.449 ,A,A
MAC000002,"18:00:00 13,04,01", 0.227 ,A,A
MAC000002,"18:30:00 13,04,01", 0.201 ,A,A
MAC000002,"19:00:00 13,04,01", 0.187 ,A,A
MAC000002,"19:30:00 13,04,01", 0.242 ,A,A
MAC000002,"20:00:00 13,04,01", 0.662 ,A,A
MAC000002,"20:30:00 13,04,01", 0.601 ,A,A
MAC000002,"21:00:00 13,04,01", 0.226 ,A,A
MAC000002,"21:30:00 13,04,01", 0.228 ,A,A
MAC000002,"22:00:00 13,04,01", 0.227 ,A,A
MAC000002,"22:30:00 13,04,01", 0.176 ,A,A
MAC000002,"23:00:00 13,04,01", 0.252 ,A,A
MAC000002,"23:30:00 13,04,01", 0.198 ,A,A
MAC000002,"00:00:00 13,05,01", 0.195 ,A,A
MAC000002,"00:30:00 13,05,01", 0.208 ,A,A
MAC000002,"01:00:00 13,05,01", 0.171 ,A,A
MAC000002,"01:30:00 13,05,01", 0.226 ,A,A
MAC000002,"02:00:00 13,05,01", 0.188 ,A,A
MAC000002,"02:30:00 13,05,01", 0.207 ,A,A
MAC000002,"03:00:00 13,05,01", 0.21 ,A,A
MAC000002,"03:30:00 13,05,01", 0.114 ,A,A
MAC000002,"04:00:00 13,05,01", 0.13 ,A,A
MAC000002,"04:30:00 13,05,01", 0.088 ,A,A
MAC000002,"05:00:00 13,05,01", 0.116 ,A,A
MAC000002,"05:30:00 13,05,01", 0.109 ,A,A
MAC000002,"06:00:00 13,05,01", 0.092 ,A,A
MAC000002,"06:30:00 13,05,01", 0.124 ,A,A
MAC000002,"07:00:00 13,05,01", 0.075 ,A,A
MAC000002,"07:30:00 13,05,01", 0.12 ,A,A
MAC000002,"08:00:00 13,05,01", 0.098 ,A,A
MAC000002,"08:30:00 13,05,01", 0.098 ,A,A
MAC000002,"09:00:00 13,05,01", 0.121 ,A,A
MAC000002,"09:30:00 13,05,01", 0.108 ,A,A
MAC000002,"10:00:00 13,05,01", 0.123 ,A,A
MAC000002,"10:30:00 13,05,01", 0.512 ,A,A
MAC000002,"11:00:00 13,05,01", 0.422 ,A,A
MAC000002,"11:30:00 13,05,01", 0.193 ,A,A
MAC000002,"12:00:00 13,05,01", 0.117 ,A,A
MAC000002,"12:30:00 13,05,01", 0.247 ,A,A
MAC000002,"13:00:00 13,05,01", 0.153 ,A,A
MAC000002,"13:30:00 13,05,01", 0.123 ,A,A
MAC000002,"14:00:00 13,05,01", 0.126 ,A,A
MAC000002,"14:30:00 13,05,01", 0.096 ,A,A
MAC000002,"15:00:00 13,05,01", 0.743 ,A,A
MAC000002,"15:30:00 13,05,01", 0.362 ,A,A
MAC000002,"16:00:00 13,05,01", 0.36 ,A,A
MAC000002,"16:30:00 13,05,01", 0.255 ,A,A
MAC000002,"17:00:00 13,05,01", 0.257 ,A,A
MAC000002,"17:30:00 13,05,01", 0.272 ,A,A
MAC000002,"18:00:00 13,05,01", 0.388 ,A,A
MAC000002,"18:30:00 13,05,01", 0.2 ,A,A
MAC000002,"19:00:00 13,05,01", 1.181 ,A,A
MAC000002,"19:30:00 13,05,01", 0.228 ,A,A
MAC000002,"20:00:00 13,05,01", 0.184 ,A,A
MAC000002,"20:30:00 13,05,01", 0.222 ,A,A
MAC000002,"21:00:00 13,05,01", 0.289 ,A,A
MAC000002,"21:30:00 13,05,01", 0.232 ,A,A
MAC000002,"22:00:00 13,05,01", 0.285 ,A,A
MAC000002,"22:30:00 13,05,01", 0.251 ,A,A
MAC000002,"23:00:00 13,05,01", 0.27 ,A,A
MAC000002,"23:30:00 13,05,01", 0.282 ,A,A
MAC000002,"00:00:00 13,06,01", 0.257 ,A,A
MAC000002,"00:30:00 13,06,01", 0.268 ,A,A
MAC000002,"01:00:00 13,06,01", 0.213 ,A,A
MAC000002,"01:30:00 13,06,01", 0.27 ,A,A
MAC000002,"02:00:00 13,06,01", 0.233 ,A,A
MAC000002,"02:30:00 13,06,01", 0.234 ,A,A
MAC000002,"03:00:00 13,06,01", 0.125 ,A,A
MAC000002,"03:30:00 13,06,01", 0.09 ,A,A
MAC000002,"04:00:00 13,06,01", 0.131 ,A,A
MAC000002,"04:30:00 13,06,01", 0.083 ,A,A
MAC000002,"05:00:00 13,06,01", 0.122 ,A,A
MAC000002,"05:30:00 13,06,01", 0.105 ,A,A
MAC000002,"06:00:00 13,06,01", 0.1 ,A,A
MAC000002,"06:30:00 13,06,01", 0.125 ,A,A
MAC000002,"07:00:00 13,06,01", 0.078 ,A,A
MAC000002,"07:30:00 13,06,01", 0.126 ,A,A
MAC000002,"08:00:00 13,06,01", 0.091 ,A,A
MAC000002,"08:30:00 13,06,01", 0.109 ,A,A
MAC000002,"09:00:00 13,06,01", 0.112 ,A,A
MAC000002,"09:30:00 13,06,01", 0.118 ,A,A
MAC000002,"10:00:00 13,06,01", 0.456 ,A,A
MAC000002,"10:30:00 13,06,01", 0.266 ,A,A
MAC000002,"11:00:00 13,06,01", 0.153 ,A,A
MAC000002,"11:30:00 13,06,01", 0.21 ,A,A
MAC000002,"12:00:00 13,06,01", 0.15 ,A,A
MAC000002,"12:30:00 13,06,01", 0.168 ,A,A
MAC000002,"13:00:00 13,06,01", 0.233 ,A,A
MAC000002,"13:30:00 13,06,01", 0.324 ,A,A
MAC000002,"14:00:00 13,06,01", 0.183 ,A,A
MAC000002,"14:30:00 13,06,01", 0.098 ,A,A
MAC000002,"15:00:00 13,06,01", 0.179 ,A,A
MAC000002,"15:30:00 13,06,01", 0.158 ,A,A
MAC000002,"16:00:00 13,06,01", 0.155 ,A,A
MAC000002,"16:30:00 13,06,01", 0.197 ,A,A
MAC000002,"17:00:00 13,06,01", 0.131 ,A,A
MAC000002,"17:30:00 13,06,01", 0.288 ,A,A
MAC000002,"18:00:00 13,06,01", 0.264 ,A,A
MAC000002,"18:30:00 13,06,01", 0.3 ,A,A
MAC000002,"19:00:00 13,06,01", 0.3 ,A,A
MAC000002,"19:30:00 13,06,01", 0.288 ,A,A
MAC000002,"20:00:00 13,06,01", 1.092 ,A,A
MAC000002,"20:30:00 13,06,01", 0.211 ,A,A
MAC000002,"21:00:00 13,06,01", 0.256 ,A,A
MAC000002,"21:30:00 13,06,01", 0.266 ,A,A
MAC000002,"22:00:00 13,06,01", 0.242 ,A,A
MAC000002,"22:30:00 13,06,01", 0.278 ,A,A
MAC000002,"23:00:00 13,06,01", 0.216 ,A,A
MAC000002,"23:30:00 13,06,01", 0.241 ,A,A
MAC000002,"00:00:00 13,07,01", 0.241 ,A,A
MAC000002,"00:30:00 13,07,01", 0.229 ,A,A
MAC000002,"01:00:00 13,07,01", 0.169 ,A,A
MAC000002,"01:30:00 13,07,01", 0.089 ,A,A
MAC000002,"02:00:00 13,07,01", 0.118 ,A,A
MAC000002,"02:30:00 13,07,01", 0.108 ,A,A
MAC000002,"03:00:00 13,07,01", 0.095 ,A,A
MAC000002,"03:30:00 13,07,01", 0.127 ,A,A
MAC000002,"04:00:00 13,07,01", 0.077 ,A,A
MAC000002,"04:30:00 13,07,01", 0.126 ,A,A
MAC000002,"05:00:00 13,07,01", 0.099 ,A,A
MAC000002,"05:30:00 13,07,01", 0.103 ,A,A
MAC000002,"06:00:00 13,07,01", 0.12 ,A,A
MAC000002,"06:30:00 13,07,01", 0.079 ,A,A
MAC000002,"07:00:00 13,07,01", 0.122 ,A,A
MAC000002,"07:30:00 13,07,01", 0.086 ,A,A
MAC000002,"08:00:00 13,07,01", 0.108 ,A,A
MAC000002,"08:30:00 13,07,01", 0.15 ,A,A
MAC000002,"09:00:00 13,07,01", 0.087 ,A,A
MAC000002,"09:30:00 13,07,01", 0.581 ,A,A
MAC000002,"10:00:00 13,07,01", 0.162 ,A,A
MAC000002,"10:30:00 13,07,01", 0.141 ,A,A
MAC000002,"11:00:00 13,07,01", 0.102 ,A,A
MAC000002,"11:30:00 13,07,01", 0.138 ,A,A
MAC000002,"12:00:00 13,07,01", 0.107 ,A,A
MAC000002,"12:30:00 13,07,01", 0.379 ,A,A
MAC000002,"13:00:00 13,07,01", 0.237 ,A,A
MAC000002,"13:30:00 13,07,01", 0.117 ,A,A
MAC000002,"14:00:00 13,07,01", 0.156 ,A,A
MAC000002,"14:30:00 13,07,01", 0.091 ,A,A
MAC000002,"15:00:00 13,07,01", 0.128 ,A,A
MAC000002,"15:30:00 13,07,01", 0.117 ,A,A
MAC000002,"16:00:00 13,07,01", 0.094 ,A,A
MAC000002,"16:30:00 13,07,01", 0.219 ,A,A
MAC000002,"17:00:00 13,07,01", 0.222 ,A,A
MAC000002,"17:30:00 13,07,01", 0.224 ,A,A
MAC000002,"18:00:00 13,07,01", 0.218 ,A,A
MAC000002,"18:30:00 13,07,01", 0.189 ,A,A
MAC000002,"19:00:00 13,07,01", 0.727 ,A,A
MAC000002,"19:30:00 13,07,01", 0.723 ,A,A
MAC000002,"20:00:00 13,07,01", 0.256 ,A,A
MAC000002,"20:30:00 13,07,01", 0.213 ,A,A
MAC000002,"21:00:00 13,07,01", 0.268 ,A,A
MAC000002,"21:30:00 13,07,01", 0.256 ,A,A
MAC000002,"22:00:00 13,07,01", 0.252 ,A,A
MAC000002,"22:30:00 13,07,01", 0.276 ,A,A
MAC000002,"23:00:00 13,07,01", 0.236 ,A,A
MAC000002,"23:30:00 13,07,01", 0.277 ,A,A
MAC000002,"00:00:00 13,08,01", 0.229 ,A,A
MAC000002,"00:30:00 13,08,01", 0.251 ,A,A
MAC000002,"01:00:00 13,08,01", 0.223 ,A,A
MAC000002,"01:30:00 13,08,01", 0.104 ,A,A
MAC000002,"02:00:00 13,08,01", 0.131 ,A,A
MAC000002,"02:30:00 13,08,01", 0.075 ,A,A
MAC000002,"03:00:00 13,08,01", 0.13 ,A,A
MAC000002,"03:30:00 13,08,01", 0.093 ,A,A
MAC000002,"04:00:00 13,08,01", 0.112 ,A,A
MAC000002,"04:30:00 13,08,01", 0.111 ,A,A
MAC000002,"05:00:00 13,08,01", 0.093 ,A,A
MAC000002,"05:30:00 13,08,01", 0.126 ,A,A
MAC000002,"06:00:00 13,08,01", 0.075 ,A,A
MAC000002,"06:30:00 13,08,01", 0.125 ,A,A
MAC000002,"07:00:00 13,08,01", 0.088 ,A,A
MAC000002,"07:30:00 13,08,01", 0.111 ,A,A
MAC000002,"08:00:00 13,08,01", 0.105 ,A,A
MAC000002,"08:30:00 13,08,01", 0.125 ,A,A
MAC000002,"09:00:00 13,08,01", 0.488 ,A,A
MAC000002,"09:30:00 13,08,01", 0.169 ,A,A
MAC000002,"10:00:00 13,08,01", 0.158 ,A,A
MAC000002,"10:30:00 13,08,01", 0.106 ,A,A
MAC000002,"11:00:00 13,08,01", 0.096 ,A,A
MAC000002,"11:30:00 13,08,01", 0.122 ,A,A
MAC000002,"12:00:00 13,08,01", 0.103 ,A,A
MAC000002,"12:30:00 13,08,01", 0.123 ,A,A
MAC000002,"13:00:00 13,08,01", 0.136 ,A,A
MAC000002,"13:30:00 13,08,01", 0.488 ,A,A
MAC000002,"14:00:00 13,08,01", 0.424 ,A,A
MAC000002,"14:30:00 13,08,01", 0.186 ,A,A
MAC000002,"15:00:00 13,08,01", 0.324 ,A,A
MAC000002,"15:30:00 13,08,01", 0.34 ,A,A
MAC000002,"16:00:00 13,08,01", 0.156 ,A,A
MAC000002,"16:30:00 13,08,01", 0.124 ,A,A
MAC000002,"17:00:00 13,08,01", 0.16 ,A,A
MAC000002,"17:30:00 13,08,01", 0.24 ,A,A
MAC000002,"18:00:00 13,08,01", 0.232 ,A,A
MAC000002,"18:30:00 13,08,01", 0.356 ,A,A
MAC000002,"19:00:00 13,08,01", 0.385 ,A,A
MAC000002,"19:30:00 13,08,01", 1.2410001 ,A,A
MAC000002,"20:00:00 13,08,01", 0.779 ,A,A
MAC000002,"20:30:00 13,08,01", 0.301 ,A,A
MAC000002,"21:00:00 13,08,01", 0.338 ,A,A
MAC000002,"21:30:00 13,08,01", 0.498 ,A,A
MAC000002,"22:00:00 13,08,01", 0.301 ,A,A
MAC000002,"22:30:00 13,08,01", 0.303 ,A,A
MAC000002,"23:00:00 13,08,01", 0.362 ,A,A
MAC000002,"23:30:00 13,08,01", 0.294 ,A,A
